BOTTLE,20150216PRINUNIVRMK
# 3/17/99 Initialized README file for WOCE leg A07 
# Data source: CCHDO 1/15/07 
# SHIP: L'Atlante 
# Cruise: 35A3CITHER1_1; WOCE A07 
# Region: 35W-11E; 6S-7N; zonal section on 4.5S 
# EXPOCODE: 35A319930102 
# DATES: 1/2/93 - 2/10/93 
# Chief Scientist - Alain Morliere 
# 119 stations with 32 8-liter bottle Rosette and wire casts 
# Hydro: Who - M. Arhan, H. Hercier; Status - final 
# 	Notes: Some problems with salt calibration (bottle), precision < 0.002,  
# 		but estimated uncertainty: 
# 		sta	stability 
# 		1-10	0.001 
# 		11-18	<0.003 
# 		19-119	0.001 
# Nuts/O2: Who - M. Arhan, H. Hercier; Status - final 
# 	Notes: 
# TCO2: Who - C. Oudot; Status - final 
# 	Notes: no NDP 
# TA: Who - C. Oudot; Status - final 
# 	Notes: no NDP 
# 	Data too noisy to use (R. Wanninkhof) 
# fCO2: Who - C. Oudot; Status - final  
# 	Notes: top 10m only 
# pH: Who - C. Oudot; Status - final 
# 	Notes: Revised data received from A.Velo 12/23/14 converted to 
# 		total scale at 25C 
# CFC: Who - c. Andrie; Status - final  
# 	Notes:    
# H-3/He-3: Who -  P. Jean-Baptiste; Status - final  
# 	Notes: All He-4 flagged 3/4 
# 	No errors for H3 or He3 
# Other: Chlorophyl A and phaeopigments 
EXPOCODE,SECT_ID,STNNBR,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,SALNTY,SALNTY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,FCO2,FCO2_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,CHLORA,CHLORA_FLAG_W,PHAEO,PHAEO_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,THETA
  35A319930102,   A07,     2,  1,      1,2,19930103,   0, -4.4452,  10.8185,  539,    500.3,   7.2030,  34.6580,2,     88.9,2,    21.85,2,    34.95,2,     0.00,2,     2.30,2,    0.092,2,    0.055,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   7.1546
  35A319930102,   A07,     2,  1,      2,2,19930103,   0, -4.4452,  10.8185,  539,    500.3,   7.2000,  34.6590,2,     89.5,2,    21.86,2,    34.95,2,     0.00,2,     2.30,2,    0.095,2,    0.047,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   7.1516
  35A319930102,   A07,     3,  1,     12,2,19930103,   0, -4.4945,  10.7778,  808,     11.5,  20.0250,  35.6310,2,    109.1,2,     7.54,2,    12.03,2,     0.22,2,     0.94,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  20.0229
  35A319930102,   A07,     3,  1,     11,2,19930103,   0, -4.4945,  10.7778,  808,     32.1,  18.3950,  35.7800,3,    125.6,2,     4.50,2,    13.22,2,     0.04,2,     0.96,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  18.3894
  35A319930102,   A07,     3,  1,     10,2,19930103,   0, -4.4945,  10.7778,  808,     47.4,  17.7530,  35.8050,3,    126.2,2,     5.02,2,    13.68,2,     0.05,2,     1.00,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  17.7449
  35A319930102,   A07,     3,  1,      9,2,19930103,   0, -4.4945,  10.7778,  808,     72.0,  16.9740,  35.7930,3,    132.1,2,     4.87,2,    13.83,2,     0.03,2,     1.00,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  16.9621
  35A319930102,   A07,     3,  1,      8,2,19930103,   0, -4.4945,  10.7778,  808,    118.8,  15.7900,  35.6150,3,     85.5,2,     7.62,2,    19.76,2,     0.01,2,     1.37,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  15.7713
  35A319930102,   A07,     3,  1,      7,2,19930103,   0, -4.4945,  10.7778,  808,    197.4,  14.0750,  35.4090,3,     84.6,2,     8.52,2,    22.37,2,     0.00,2,     1.50,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  14.0463
  35A319930102,   A07,     3,  1,      6,2,19930103,   0, -4.4945,  10.7778,  808,    298.1,  10.3800,  34.9850,2,     47.2,2,    14.57,2,    32.88,2,     0.00,2,     2.08,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  10.3444
  35A319930102,   A07,     3,  1,      5,2,19930103,   0, -4.4945,  10.7778,  808,    347.3,   9.1380,  34.8460,3,     42.7,2,    17.46,2,    35.38,2,     0.00,2,     2.28,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   9.0997
  35A319930102,   A07,     3,  1,      4,2,19930103,   0, -4.4945,  10.7778,  808,    397.4,   8.1930,  34.7550,3,     64.5,2,    19.21,2,    35.02,2,     0.00,2,     2.28,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   8.1518
  35A319930102,   A07,     3,  1,      2,2,19930103,   0, -4.4945,  10.7778,  808,    597.7,   6.6900,  34.6070,2,     98.9,2,    22.90,2,    34.52,2,     0.00,2,     2.34,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   6.6341
  35A319930102,   A07,     3,  1,      3,2,19930103,   0, -4.4945,  10.7778,  808,    597.7,   6.6900,  34.6130,2,     97.6,2,    22.85,2,    34.58,2,     0.00,2,     2.34,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   6.6341
  35A319930102,   A07,     3,  1,      1,2,19930103,   0, -4.4945,  10.7778,  808,    789.1,   5.5270,  34.5350,2,    120.9,2,    27.66,2,    34.40,2,     0.00,2,     2.38,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   5.4592
  35A319930102,   A07,     4,  1,     13,2,19930103,   0, -4.5392,  10.7358, 1215,      9.1,  20.2070,  35.6300,3,    113.2,2,     7.22,2,    11.96,2,     0.24,2,     0.94,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,   1.6600,1,     0.16,2,  20.2053
  35A319930102,   A07,     4,  1,     12,2,19930103,   0, -4.5392,  10.7358, 1215,     27.8,  18.5350,  35.7050,2,    116.7,2,     5.83,2,    13.64,2,     0.04,2,     1.02,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,    0.700,2,   1.6700,1,    -0.42,2,  18.5301
  35A319930102,   A07,     4,  1,     11,2,19930103,   0, -4.5392,  10.7358, 1215,     47.6,  17.7950,  35.7880,3,    124.3,2,     5.19,2,    14.29,2,     0.04,2,     1.04,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,    0.720,2,   1.7100,1,     0.56,2,  17.7869
  35A319930102,   A07,     4,  1,     10,2,19930103,   0, -4.5392,  10.7358, 1215,     72.5,  17.3660,  35.8480,2,    135.6,2,     4.50,2,    13.39,2,     0.03,2,     0.97,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,    0.630,2,   1.6800,1,     0.86,2,  17.3538
  35A319930102,   A07,     4,  1,      9,2,19930103,   0, -4.5392,  10.7358, 1215,    122.0,  15.8630,  35.6330,3,     90.6,2,     7.73,2,    20.02,2,     0.00,2,     1.37,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,   1.6800,1,     0.97,2,  15.8437
  35A319930102,   A07,     4,  1,      8,2,19930103,   0, -4.5392,  10.7358, 1215,    197.6,  14.1420,  35.4210,3,     84.6,2,     8.55,2,    23.06,2,     0.00,2,     1.51,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,   1.6900,1,     0.33,2,  14.1131
  35A319930102,   A07,     4,  1,      7,2,19930103,   0, -4.5392,  10.7358, 1215,    297.1,  10.9350,  35.0400,3,     35.7,2,    14.32,2,    33.73,2,     0.00,2,     2.11,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,    0.290,2,   1.8000,1,     3.31,2,  10.8983
  35A319930102,   A07,     4,  1,      6,2,19930103,   0, -4.5392,  10.7358, 1215,    396.6,   8.3260,  34.7630,3,     54.6,2,    19.31,2,    37.03,2,     0.00,2,     2.35,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,5,     2.20,2,   8.2845
  35A319930102,   A07,     4,  1,      5,2,19930103,   0, -4.5392,  10.7358, 1215,    596.6,   6.3180,  34.5780,3,    103.6,2,    23.92,2,    36.11,2,     0.00,2,     2.37,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,    0.050,2,   1.7900,1,     2.58,2,   6.2640
  35A319930102,   A07,     4,  1,      3,2,19930103,   0, -4.5392,  10.7358, 1215,    796.7,   5.1270,  34.5240,2,    127.7,2,    29.92,2,    35.76,2,     0.00,2,     2.40,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   5.0610
  35A319930102,   A07,     4,  1,      4,2,19930103,   0, -4.5392,  10.7358, 1215,    796.8,   5.1340,  34.5240,2,    127.4,2,    29.76,2,    35.73,2,     0.00,2,     2.40,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,    0.090,2,   1.8000,1,     2.23,2,   5.0679
  35A319930102,   A07,     4,  1,      2,2,19930103,   0, -4.5392,  10.7358, 1215,    997.3,   4.3960,  34.6700,2,    158.2,2,    31.02,2,    31.86,2,     0.00,2,     2.17,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,    0.010,2,   1.8500,1,     3.45,2,   4.3172
  35A319930102,   A07,     4,  1,      1,2,19930103,   0, -4.5392,  10.7358, 1215,   1206.6,   4.3570,  34.8250,2,    186.7,2,    25.67,2,    27.34,2,     0.00,2,     1.85,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9,    0.100,2,-999.0000,5,     2.81,2,   4.2599
  35A319930102,   A07,     5,  1,     13,2,19930103,   0, -4.5843,  10.6980, 1632,      1.4,  22.4360,  35.1760,3,    186.6,3,     2.20,2,     3.31,2,     0.52,2,     0.35,2,    1.807,2,    0.988,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  22.4357
  35A319930102,   A07,     5,  1,     12,2,19930103,   0, -4.5843,  10.6980, 1632,     58.4,  17.5160,  35.8630,3,    134.1,2,     4.34,2,    13.41,2,     0.03,2,     0.95,2,    1.632,2,    0.824,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  17.5061
  35A319930102,   A07,     5,  1,     11,2,19930103,   0, -4.5843,  10.6980, 1632,    122.8,  15.7080,  35.6100,3,     88.3,2,     7.77,2,    20.15,2,     0.00,2,     1.36,2,    1.333,2,    0.675,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  15.6888
  35A319930102,   A07,     5,  1,     10,2,19930103,   0, -4.5843,  10.6980, 1632,    197.8,  14.1220,  35.4050,3,     64.5,2,     9.21,2,    25.46,2,     0.00,2,     1.62,2,    0.883,2,    0.453,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  14.0931
  35A319930102,   A07,     5,  1,      9,2,19930103,   0, -4.5843,  10.6980, 1632,    447.2,   7.6410,  34.6880,3,     70.8,2,    20.85,2,    36.77,2,     0.00,2,     2.35,2,    0.077,2,    0.041,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   7.5964
  35A319930102,   A07,     5,  1,      8,2,19930103,   0, -4.5843,  10.6980, 1632,    597.8,   6.3720,  34.5750,3,     99.2,2,    23.86,2,    36.60,2,     0.00,2,     2.39,2,    0.043,2,    0.038,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   6.3176
  35A319930102,   A07,     5,  1,      7,2,19930103,   0, -4.5843,  10.6980, 1632,    847.6,   4.8290,  34.5160,2,    138.7,2,    30.82,2,    35.27,2,     0.00,2,     2.36,2,    0.007,2,    0.009,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   4.7604
  35A319930102,   A07,     5,  1,      6,2,19930103,   0, -4.5843,  10.6980, 1632,    997.8,   4.3560,  34.6600,2,    156.8,2,    31.64,2,    32.17,2,     0.00,2,     2.17,2,    0.009,2,    0.000,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   4.2775
  35A319930102,   A07,     5,  1,      4,2,19930103,   0, -4.5843,  10.6980, 1632,   1198.9,   4.3580,  34.8180,2,    186.0,2,    25.69,2,    27.48,2,     0.00,2,     1.85,2,    0.003,3,    0.011,3,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   4.2616
  35A319930102,   A07,     5,  1,      5,2,19930103,   0, -4.5843,  10.6980, 1632,   1199.1,   4.3580,  34.8170,2,    187.2,2,    25.81,2,    27.48,2,     0.00,2,     1.85,2,    0.014,2,    0.017,3,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   4.2616
  35A319930102,   A07,     5,  1,      3,2,19930103,   0, -4.5843,  10.6980, 1632,   1398.2,   4.2830,  34.8810,2,    203.7,2,    23.34,2,    25.06,2,     0.00,2,     1.68,2,    0.016,3,    0.009,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   4.1692
  35A319930102,   A07,     5,  1,      2,2,19930103,   0, -4.5843,  10.6980, 1632,   1509.8,   4.0720,  34.9240,2,    219.0,2,    22.40,2,    23.05,2,     0.00,2,     1.54,2,    0.026,3,    0.008,2,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   3.9502
  35A319930102,   A07,     5,  1,      1,2,19930103,   0, -4.5843,  10.6980, 1632,   1621.6,   3.8820,  34.9430,3,    232.5,2,    21.81,2,    21.63,2,     0.00,2,     1.46,2,    0.035,3,    0.013,3,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   3.7521
  35A319930102,   A07,     6,  1,     17,2,19930103,   0, -4.6490,  10.6418, 2018,     11.8,  20.4780,  35.5960,2,    151.7,2,     3.54,2,     8.10,2,     0.39,2,     0.66,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  20.4758
  35A319930102,   A07,     6,  1,     16,2,19930103,   0, -4.6490,  10.6418, 2018,     27.0,  19.0170,  35.7200,3,    130.1,2,     4.27,2,    12.62,2,     0.05,2,     0.93,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  19.0122
  35A319930102,   A07,     6,  1,     15,2,19930103,   0, -4.6490,  10.6418, 2018,     48.7,  18.5120,  35.9220,3,    135.6,2,     4.20,2,    12.27,2,     0.05,2,     0.92,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  18.5034
  35A319930102,   A07,     6,  1,     14,2,19930103,   0, -4.6490,  10.6418, 2018,     72.7,  17.3510,  35.7960,3,    128.2,2,     4.94,2,    14.21,2,     0.02,2,     1.04,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  17.3388
  35A319930102,   A07,     6,  1,     13,2,19930103,   0, -4.6490,  10.6418, 2018,    122.2,  15.7800,  35.6210,3,     91.4,2,     7.59,2,    19.44,2,     0.00,2,     1.35,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  15.7608
  35A319930102,   A07,     6,  1,     12,2,19930103,   0, -4.6490,  10.6418, 2018,    197.3,  14.2360,  35.4310,3,     69.0,2,     9.24,2,    24.17,2,     0.00,2,     1.60,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,  14.2070
  35A319930102,   A07,     6,  1,     11,2,19930103,   0, -4.6490,  10.6418, 2018,    347.0,   9.3630,  34.8680,3,     37.7,2,    16.99,2,    35.88,2,     0.00,2,     2.29,2, -999.000,9, -999.000,9,   -999.0,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,  -999.00,9,  -999.00,9, -999.000,9,-999.0000,9,  -999.00,9,   9.3241
